"","glpk","ecos","scs","lpsolve"
"37139",0,4.83491529639369e-14,-1.24209684807799e-11,0
"37183",0,5.53852261142233e-14,-3.3082755695782e-10,0
"31013",0,4.83313612666898e-14,1.29025488847154e-10,0
"32007",0,4.83432556185822e-14,1.96778764024554e-11,0
"40061",0,4.83342009502966e-14,9.4370368463952e-11,0
"40135",0,4.83973802742072e-14,-1.2632226911642e-10,0
"41027",0,4.83175838080498e-14,1.33207509834466e-10,0
"42031",0,4.84045292182101e-14,-1.34446612763913e-10,0
"42087",0,4.84088569358282e-14,-1.38874570704821e-10,0
"42107",0,4.86800523900179e-14,-2.22142956449075e-10,0
"72017",0,4.83189167107755e-14,1.34356905839221e-10,0
"72089",0,4.83172848990169e-14,1.3295320138412e-10,0
"45061",0,4.83585703337623e-14,-4.94840049226604e-11,0
"48091",0,4.83438882726313e-14,1.57716194660716e-11,0
"48135",0,4.83427900255212e-14,2.26240920911006e-11,0
"48263",0,4.83131484409222e-14,1.29320652640808e-10,0
"48391",0,4.83142347252166e-14,1.30284352722587e-10,0
"48427",0,4.83232492198284e-14,1.38013630619665e-10,0
"48439",0,4.96132630881055e-14,-2.71527607025197e-10,0
"48499",0,4.83244235088433e-14,1.38982706178627e-10,0
"54035",0,4.83574717415594e-14,-4.58104309362394e-11,0
"54107",0,4.84689055457256e-14,-1.78243759571528e-10,0
"56043",0,4.83161738010694e-14,1.31992370104908e-10,0
"1045",0,4.85021660607107e-14,-1.90647222479313e-10,0
"13277",0,4.85414134406392e-14,-2.01224387060134e-10,0
"13315",0,4.83504404429599e-14,-1.83533979062486e-11,0
"16067",0,4.83182420962832e-14,1.33780282089634e-10,0
"17045",0,4.83307951061161e-14,1.36945596671722e-10,0
"17063",0,4.83644162875155e-14,-6.68875225274945e-11,0
"17101",0,4.83303201227437e-14,1.43775809851636e-10,0
"18077",0,4.8347331082969e-14,-3.44204569533939e-12,0
"18153",0,4.83317155920845e-14,1.24268907954537e-10,0
"21027",0,4.84496105220869e-14,-1.68775194641175e-10,0
"21043",0,4.84331078205699e-14,-1.5870453512503e-10,0
"21101",0,4.86240418043463e-14,-2.15685637406023e-10,0
"21131",0,4.83532480483417e-14,-3.02263096058879e-11,0
"22011",0,4.83408954557396e-14,3.54353799826751e-11,0
"22025",0,4.83208285238942e-14,1.35983905292186e-10,0
"23009",0,4.83514244282995e-14,-2.26711010442974e-11,0
"26061",0,4.8364207650272e-14,-6.63176472962906e-11,0
"26063",0,4.83834478073331e-14,-1.06740347111608e-10,0
"26065",0,5.09570753046339e-14,-3.01918118429789e-10,0
"26089",0,4.83524966108483e-14,-2.71782578778019e-11,0
"27139",0,4.87040136088778e-14,-2.24392254898826e-10,0
"29025",0,4.83409819820614e-14,3.48215249094617e-11,0
"29053",0,4.83794952860661e-14,-9.99977571281044e-11,0
"37165",0,4.83528518805599e-14,-2.86334898158383e-11,0
"37193",0,4.84313252629087e-14,-1.57479639953764e-10,0
"38083",0,4.83146175483071e-14,1.30623422455957e-10,0
"38099",0,4.83273277725177e-14,1.41360108930303e-10,0
"31005",0,4.83138112304027e-14,1.29914596773125e-10,0
"31007",0,4.83141668487374e-14,1.30223350788986e-10,0
"31037",0,4.8340177707934e-14,4.06512681451323e-11,0
"31105",0,4.8318770218212e-14,1.34224584807887e-10,0
"31179",0,4.83360560017089e-14,7.53804158069545e-11,0
"34027",0,5.143534114153e-14,-3.072200313564e-10,0
"35007",0,4.83186092813085e-14,1.34092217210475e-10,0
"32027",0,4.83162203989802e-14,1.32025172722311e-10,0
"41047",0,4.83941673432026e-14,-1.22295152768864e-10,0
"42089",0,4.8744009641096e-14,-2.27636876144855e-10,0
"72111",0,4.83177402584446e-14,1.33343550161939e-10,0
"72131",0,4.83219964886726e-14,1.36967005879855e-10,0
"47005",0,4.83354397914117e-14,8.14136573033854e-11,0
"47059",0,4.84211190000315e-14,-1.49820977523445e-10,0
"47143",0,4.83793763833131e-14,-9.97843415257171e-11,0
"48025",0,4.83187374742429e-14,1.34198066933666e-10,0
"48069",0,4.83143716653076e-14,1.3040585622269e-10,0
"48175",0,4.8314367032682e-14,1.30401140957371e-10,0
"48217",0,4.83209208525901e-14,1.36063124355664e-10,0
"48337",0,4.83174328086616e-14,1.33074798932315e-10,0
"49035",0,4.90595283012805e-14,-2.41461014579646e-10,0
"51171",0,4.9039648494898e-14,-2.4094094223102e-10,0
"51730",0,4.86569508693571e-14,-2.19708184260663e-10,0
"55037",0,4.83170082728911e-14,1.32718100787111e-10,0
"55113",0,4.8327682130346e-14,1.41651136479813e-10,0
"1061",0,4.83934339372559e-14,-1.21338648919559e-10,0
"5029",0,4.8386899887849e-14,-1.12148030544274e-10,0
"5037",0,4.83840511833514e-14,-1.07718660894257e-10,0
"12051",0,4.8324080237366e-14,1.38708216448721e-10,0
"13009",0,4.86680643530526e-14,-2.20914877885336e-10,0
"13025",0,4.83894109814882e-14,-1.15835413071969e-10,0
"13181",0,4.83543718142638e-14,-3.46170977691625e-11,0
"6079",0,4.83829139415049e-14,-1.05867075293054e-10,0
"8003",0,4.83201015231629e-14,1.35366299712896e-10,0
"12081",0,4.84737297346329e-14,-1.80309098104621e-10,0
"13083",0,4.84743299954819e-14,-1.8055855429231e-10,0
"13109",0,4.83565184414759e-14,-4.25025502235746e-11,0
"13139",0,5.67944991001458e-14,-3.36871874209124e-10,0
"17133",0,4.8342745414381e-14,2.29084175451612e-11,0
"17163",0,4.86858442448657e-14,-2.22710434281327e-10,0
"18121",0,4.83276910389159e-14,1.41656673448709e-10,0
"20175",0,4.83415207224382e-14,3.10665107512175e-11,0
"20181",0,4.83201711549787e-14,1.35425619360078e-10,0
"21013",0,4.84516417113972e-14,-1.69876102896875e-10,0
"21109",0,4.8378025921297e-14,-9.73222380367174e-11,0
"21193",0,4.84319359746478e-14,-1.57902841726568e-10,0
"21229",0,4.83848605389347e-14,-1.09002752299263e-10,0
"22109",0,4.84128627681024e-14,-1.42695015062673e-10,0
"23003",0,4.83593492218246e-14,-5.20018492739152e-11,0
"26051",0,4.83715330337419e-14,-8.42226059625326e-11,0
"29045",0,4.83387164434975e-14,5.19599535847491e-11,0
"29057",0,4.83350523559543e-14,8.53531932273357e-11,0
"29145",0,4.85422031017861e-14,-2.01404152794057e-10,0
"28009",0,4.83199589723956e-14,1.35242278274659e-10,0
"28137",0,4.83356936238138e-14,7.89040001592768e-11,0
"30003",0,4.83208357350324e-14,1.35987093948104e-10,0
"30007",0,4.83161059136319e-14,1.31928005033807e-10,0
"30097",0,4.83149683015655e-14,1.30932059302902e-10,0
"37061",0,4.83742393916886e-14,-8.99501078144663e-11,0
"37155",0,4.84984456764894e-14,-1.89448933138582e-10,0
"31009",0,4.83138962514147e-14,1.29982928792689e-10,0
"35025",0,4.83480284328481e-14,-6.96564022750348e-12,0
"35043",0,4.83861451602465e-14,-1.11001646532984e-10,0
"35057",0,4.8319625747338e-14,1.34963703030614e-10,0
"40005",0,4.83338018257995e-14,9.87859399063729e-11,0
"72083",0,4.83149607759568e-14,1.30926447075479e-10,0
"47013",0,4.83905414446588e-14,-1.17427351488637e-10,0
"47087",0,4.83379081765486e-14,5.86639654754394e-11,0
"47133",0,4.83636822415376e-14,-6.48760607145481e-11,0
"48023",0,4.83137234490264e-14,1.29833602727465e-10,0
"48093",0,4.83156900165287e-14,1.31562594311545e-10,0
"48287",0,4.83164101809939e-14,1.32192114910456e-10,0
"51115",0,4.8373283028243e-14,-8.79741363447955e-11,0
"51139",0,4.85979889551467e-14,-2.11923193988995e-10,0
"51165",0,5.05583605439173e-14,-2.96127907779035e-10,0
"53055",0,4.83190239197974e-14,1.34449131811438e-10,0
"55097",0,4.84065313568545e-14,-1.36537540758391e-10,0
"1129",0,4.83567417983548e-14,-4.32898950969283e-11,0
"5109",0,4.83426993963045e-14,2.32121005294541e-11,0
"16007",0,4.83146398033228e-14,1.30637916991282e-10,0
"16021",0,4.83156843671133e-14,1.31557069483086e-10,0
"17105",0,4.83479049621396e-14,-6.35253729166995e-12,0
"17119",0,4.87008260048471e-14,-2.24108810553402e-10,0
"17143",0,4.85348850999725e-14,-1.99689502344311e-10,0
"17203",0,4.83489870690743e-14,-1.1636422834251e-11,0
"20155",0,4.84347484359658e-14,-1.59806735553976e-10,0
"21239",0,4.84764779382684e-14,-1.81440452368043e-10,0
"22101",0,4.8351906149829e-14,-2.47181294856239e-11,0
"26023",0,4.84673795995654e-14,-1.77568410787852e-10,0
"27003",0,4.98305946452007e-14,-2.79433689510896e-10,0
"27113",0,4.83281264454643e-14,1.42008101692777e-10,0
"27151",0,4.83249761637192e-14,1.39438800275539e-10,0
"29051",0,4.88033556892665e-14,-2.31538160763232e-10,0
"29121",0,4.83707412304136e-14,-8.24658855668518e-11,0
"28007",0,4.83254736016515e-14,1.39853952868314e-10,0
"28129",0,4.83228126612603e-14,1.37645986496343e-10,0
"30063",0,4.83778982628587e-14,-9.70846136616442e-11,0
"37015",0,4.83301496270196e-14,1.43628165435011e-10,0
"37131",0,4.83315694812064e-14,1.26203920200528e-10,0
"38085",0,4.83184650467087e-14,1.33965794890154e-10,0
"31001",0,4.83953431643309e-14,-1.23798959688829e-10,0
"31039",0,4.8335432858365e-14,8.14857346541616e-11,0
"36115",0,4.83486387251924e-14,-9.96466685533571e-12,0
"39129",0,4.83685574067998e-14,-7.74066838025473e-11,0
"72007",0,4.8319091788501e-14,1.34507680115574e-10,0
"47167",0,4.83836949680072e-14,-1.07141489774061e-10,0
"48001",0,4.83266452420243e-14,1.40806146329495e-10,0
"48065",0,4.83141613001639e-14,1.30221361527319e-10,0
"48441",0,4.83409910632907e-14,3.47550185831483e-11,0
"48461",0,4.83136049656161e-14,1.29730098490268e-10,0
"49053",0,4.83664056812116e-14,-7.21012070497262e-11,0
"51085",0,5.11567075361849e-14,-3.04308048061444e-10,0
"51678",0,4.83824772796801e-14,-1.05143558642192e-10,0
"53005",0,4.84095422976499e-14,-1.39547649988425e-10,0
"4007",0,4.83277258161883e-14,1.41685700370953e-10,0
"6083",0,4.84344272955627e-14,-1.5959320021405e-10,0
"8053",0,4.83133338575844e-14,1.29489772245101e-10,0
"9013",0,4.83776496312894e-14,-9.66206252843079e-11,0
"12063",0,4.83337047745288e-14,9.98777948308026e-11,0
"13273",0,4.83502389322149e-14,-1.74430036883774e-11,0
"19171",0,4.83292536829262e-14,1.42915907947642e-10,0
"5005",0,4.851394900893e-14,-1.94193034607498e-10,0
"5027",0,4.83834245137951e-14,-1.06700149435189e-10,0
"13075",0,4.8386079923239e-14,-1.10901094866949e-10,0
"13291",0,4.85590484946057e-14,-2.05015569357676e-10,0
"19147",0,4.8319652785814e-14,1.34987829287973e-10,0
"17073",0,4.8355297914868e-14,-3.80970923220262e-11,0
"20057",0,4.83637486280483e-14,-6.50565253372025e-11,0
"20093",0,4.83176699780476e-14,1.33281542542271e-10,0
"21207",0,4.84450427221828e-14,-1.66196858093218e-10,0
"22057",0,4.8402320634133e-14,-1.32049808330117e-10,0
"22077",0,4.83304217552929e-14,1.4238346457235e-10,0
"26091",0,4.8763255162728e-14,-2.29006215426709e-10,0
"26131",0,4.83199511090881e-14,1.35236048109633e-10,0
"27023",0,4.83288032579532e-14,1.42558228096527e-10,0
"27111",0,4.83969411684112e-14,-1.25786224147039e-10,0
"27159",0,4.8329883944095e-14,1.434217710882e-10,0
"27167",0,4.83200892624076e-14,1.3535368045423e-10,0
"27169",0,4.84250192608675e-14,-1.5288482128955e-10,0
"29087",0,4.83246283493395e-14,1.39152090773829e-10,0
"28027",0,4.8328587920305e-14,1.4238403920283e-10,0
"30023",0,4.83173457206904e-14,1.33001875084532e-10,0
"37043",0,4.83355334842151e-14,8.04756563042995e-11,0
"37087",0,4.84592976908953e-14,-1.73788048300132e-10,0
"38035",0,4.84363282209742e-14,-1.60844572205581e-10,0
"38047",0,4.831547708929e-14,1.31378488549695e-10,0
"38079",0,4.8330598655104e-14,1.39816465525903e-10,0
"38097",0,4.83244945067149e-14,1.39044966228311e-10,0
"31019",0,4.84513581978841e-14,-1.69724700459487e-10,0
"31031",0,4.83235015774943e-14,1.38219446933306e-10,0
"31113",0,4.83144076876415e-14,1.30432843391113e-10,0
"31173",0,4.83312876168641e-14,1.30030252859712e-10,0
"32017",0,4.8315702287927e-14,1.31575407275304e-10,0
"36091",0,4.84938790837406e-14,-1.87922002638247e-10,0
"40085",0,4.83268498653288e-14,1.40976605348162e-10,0
"40099",0,4.83330957444617e-14,1.06951502337462e-10,0
"40113",0,4.84042907653704e-14,-1.34192757844661e-10,0
"40115",0,4.83779865175501e-14,-9.7247353771784e-11,0
"41005",0,4.84155486680158e-14,-1.45117141132957e-10,0
"41055",0,4.83133589579922e-14,1.29516027725593e-10,0
"42019",0,4.92566612095552e-14,-2.52120433500606e-10,0
"42057",0,4.83406245919292e-14,3.73761453207854e-11,0
"42083",0,4.83991278617757e-14,-1.28409763003385e-10,0
"42095",0,4.94271932253901e-14,-2.627290261793e-10,0
"44001",0,4.84594966007219e-14,-1.73888807179438e-10,0
"44005",0,4.86104591923799e-14,-2.13797677098108e-10,0
"44009",0,4.8891761952761e-14,-2.35935387465343e-10,0
"45011",0,4.83764140932524e-14,-9.42715323401e-11,0
"46033",0,4.83180238284827e-14,1.33588202031439e-10,0
"46093",0,4.83296848319649e-14,1.43260539458353e-10,0
"46137",0,4.83146171574809e-14,1.30622139231719e-10,0
"47093",0,5.11436515953807e-14,-3.04159977362325e-10,0
"47149",0,5.01466800755409e-14,-2.88041640770338e-10,0
"47171",0,4.8334282023347e-14,9.34740083108627e-11,0
"48213",0,4.83331257147461e-14,1.06598669800034e-10,0
"48249",0,4.83198398023557e-14,1.35136724050414e-10,0
"48305",0,4.83140606220566e-14,1.30136027081674e-10,0
"48309",0,4.83756840758006e-14,-9.28465401101238e-11,0
"48447",0,4.83133068227854e-14,1.29457049039962e-10,0
"49011",0,4.84483141302905e-14,-1.68059566544608e-10,0
"51001",0,4.86176926365815e-14,-2.14821868928532e-10,0
"51141",0,4.85285458392659e-14,-1.9811989184701e-10,0
"51680",0,5.05701258141405e-14,-2.96322599513254e-10,0
"51790",0,4.86382924549699e-14,-2.17516900332325e-10,0
"55021",0,4.83995327509375e-14,-1.288824893355e-10,0
"55125",0,4.83336516673904e-14,1.00487414913534e-10,0
"55135",0,4.83776706602112e-14,-9.66567823627722e-11,0
"54009",0,4.83411105757834e-14,3.39117804471913e-11,0
"54079",0,4.84139823934287e-14,-1.43714963524245e-10,0
"20207",0,4.83185875208366e-14,1.34072845969699e-10,0
"22003",0,4.83321510520453e-14,1.18596488162194e-10,0
"22061",0,4.83559461549794e-14,-4.04568594754314e-11,0
"22117",0,4.83570188317418e-14,-4.42487584585792e-11,0
"24013",0,4.84359643502647e-14,-1.60606949995924e-10,0
"24025",0,4.85085339938842e-14,-1.92609345098779e-10,0
"26141",0,4.83338743080528e-14,9.79709113391094e-11,0
"27125",0,4.83172476319529e-14,1.32920888194552e-10,0
"29023",0,4.85593840369834e-14,-2.05085515929515e-10,0
"29049",0,4.83802133188113e-14,-1.01268212677151e-10,0
"29105",0,4.84658366331369e-14,-1.76870641926491e-10,0
"29187",0,4.8820984516153e-14,-2.32532072890733e-10,0
"29223",0,4.83686766200115e-14,-7.76924188842662e-11,0
"28125",0,4.83155591951673e-14,1.31446970317221e-10,0
"30083",0,4.83196388055918e-14,1.34973028608197e-10,0
"37099",0,4.8408377690258e-14,-1.38400053972202e-10,0
"37121",0,4.83372925092865e-14,6.40005501344818e-11,0
"37153",0,4.83682990947146e-14,-7.67866162844084e-11,0
"38001",0,4.83156757867906e-14,1.31554459853598e-10,0
"38015",0,4.84845342629324e-14,-1.84579743387207e-10,0
"38101",0,4.84114208108115e-14,-1.41349605050859e-10,0
"31083",0,4.83199006036166e-14,1.35194072555428e-10,0
"31087",0,4.83180603540545e-14,1.33618507449887e-10,0
"34007",0,5.19285751645203e-14,-3.11459031672715e-10,0
"39061",0,5.18006385968631e-14,-3.10453176143844e-10,0
"40131",0,4.85445409668617e-14,-2.01933407195943e-10,0
"42051",0,4.88310810719127e-14,-2.33071016794061e-10,0
"72085",0,4.83221011122314e-14,1.37050510582968e-10,0
"46025",0,4.8315665215869e-14,1.31542222688224e-10,0
"46123",0,4.8316676347988e-14,1.32424407805196e-10,0
"48031",0,4.83151991149413e-14,1.31133895026565e-10,0
"48039",0,4.84075621477157e-14,-1.37583295969594e-10,0
"48187",0,4.8346299063827e-14,1.98939595820684e-12,0
"48275",0,4.83137330892611e-14,1.29839206028965e-10,0
"48277",0,4.83260079429065e-14,1.40279919772799e-10,0
"48293",0,4.83180530436784e-14,1.33610662677838e-10,0
"49049",0,4.86152911805167e-14,-2.14486441094923e-10,0
"51021",0,4.83815697344841e-14,-1.03613147052581e-10,0
"51685",0,4.84786424753048e-14,-1.82306993755275e-10,0
"55029",0,4.83447747849022e-14,1.05089677968692e-11,0
"54001",0,4.83328181303214e-14,1.10287024811669e-10,0
"56025",0,4.83505316554705e-14,-1.87577952472202e-11,0
"56037",0,4.83301761118247e-14,1.43661317801867e-10,0
"5111",0,4.84265896940617e-14,-1.54067446487242e-10,0
"4005",0,4.8355050109685e-14,-3.71769022550475e-11,0
"6071",0,4.98603340961706e-14,-2.80367670875156e-10,0
"6107",0,4.84508186707895e-14,-1.69429989649865e-10,0
"13011",0,4.84614632657044e-14,-1.74834254072096e-10,0
"13081",0,4.8427968175771e-14,-1.55083428158893e-10,0
"13169",0,4.85047354569785e-14,-1.91453166347993e-10,0
"19137",0,4.83207081129763e-14,1.35884836110064e-10,0
"16075",0,4.83184085302265e-14,1.33918631796342e-10,0
"18009",0,4.83227711527709e-14,1.37618006149449e-10,0
"18147",0,4.83354550722923e-14,8.12619241947804e-11,0
"20007",0,4.83192904772187e-14,1.34673477105658e-10,0
"20099",0,4.8351950898302e-14,-2.4908112371752e-11,0
"2188",0,4.83138873654495e-14,1.29980530119256e-10,0
"1055",0,4.94146518848917e-14,-2.62045199304188e-10,0
"1125",0,5.09101826435839e-14,-3.01313848149918e-10,0
"5147",0,4.83358699629398e-14,7.71762112875582e-11,0
"12089",0,4.83498153748567e-14,-1.55130880586554e-11,0
"12117",0,4.8531444200912e-14,-1.98847395611051e-10,0
"13299",0,4.84818972191091e-14,-1.83579153597831e-10,0
"16071",0,4.83141625252486e-14,1.30225187283071e-10,0
"18051",0,4.83470075716441e-14,-1.77082410279626e-12,0
"18057",0,4.89120405948024e-14,-2.36766762276585e-10,0
"18095",0,4.84627040301988e-14,-1.75426066274794e-10,0
"18119",0,4.83321483619231e-14,1.18632648188992e-10,0
"20115",0,4.83331497409593e-14,1.06301181184077e-10,0
"20141",0,4.83179805124999e-14,1.33558779258623e-10,0
"20143",0,4.83220534041306e-14,1.37012718482449e-10,0
"20205",0,4.83285268500888e-14,1.42327691223794e-10,0
"20209",0,4.90373420512048e-14,-2.40878204641791e-10,0
"21057",0,4.83557522087829e-14,-3.9758386082729e-11,0
"21133",0,4.840129536965e-14,-1.30905704227864e-10,0
"21137",0,4.84746211793645e-14,-1.80678682631693e-10,0
"21149",0,4.83595556025183e-14,-5.26574061481251e-11,0
"21165",0,4.83382283472849e-14,5.59706602967933e-11,0
"21173",0,4.84563269575538e-14,-1.72313262103326e-10,0
"21177",0,4.85314283245448e-14,-1.98844125617778e-10,0
"22047",0,4.83392170659143e-14,4.79779427355493e-11,0
"24019",0,4.83298925970681e-14,1.43429845131288e-10,0
"26013",0,4.83239430393154e-14,1.38586304696093e-10,0
"27071",0,4.83267529720648e-14,1.40897117392475e-10,0
"27101",0,4.8324442333795e-14,1.390003075232e-10,0
"27141",0,4.85058456624312e-14,-1.91795628311044e-10,0
"27161",0,4.83442070280945e-14,1.38547509954942e-11,0
"29123",0,4.83669569263849e-14,-7.34943301760325e-11,0
"29211",0,4.83330615805326e-14,1.07353688307808e-10,0
"29229",0,4.8379509720832e-14,-1.00023040521026e-10,0
"28011",0,4.83335341572659e-14,1.01838276731461e-10,0
"28019",0,4.83188322811219e-14,1.34278296185173e-10,0
"30033",0,4.83137180985515e-14,1.29825473141513e-10,0
"31137",0,4.83321413255212e-14,1.18717039004616e-10,0
"31177",0,4.83741302435906e-14,-8.97281384812349e-11,0
"34041",0,4.8571392008329e-14,-2.07403443218648e-10,0
"39105",0,4.83312339111322e-14,1.30789934991845e-10,0
"39115",0,4.83239286224042e-14,1.38575041021379e-10,0
"40037",0,4.84615346985343e-14,-1.74870198663619e-10,0
"41025",0,4.83145434120068e-14,1.30561327516317e-10,0
"42077",0,4.9921672513235e-14,-2.82202723383687e-10,0
"45043",0,4.85042506395877e-14,-1.91301196911348e-10,0
"45067",0,4.83948756172553e-14,-1.23204946812123e-10,0
"45075",0,4.86868450948116e-14,-2.22808871466912e-10,0
"46135",0,4.83319296742496e-14,1.21454640625406e-10,0
"47033",0,4.83289254011975e-14,1.42658015907858e-10,0
"47045",0,4.83570978938644e-14,-4.45269884784577e-11,0
"48361",0,4.83332072792986e-14,1.05634962686226e-10,0
"48381",0,4.83410533917531e-14,3.43129166996429e-11,0
"48467",0,4.83267475173858e-14,1.40889274255456e-10,0
"48505",0,4.83151965251298e-14,1.31128500169193e-10,0
"49033",0,4.83137274643704e-14,1.29838591103039e-10,0
"51063",0,4.85044371928607e-14,-1.91359831291462e-10,0
"51520",0,4.86001457086658e-14,-2.12257028757899e-10,0
"55069",0,4.83410534152241e-14,3.43135753377379e-11,0
"55115",0,4.83615621865978e-14,-5.88055645781674e-11,0
"56029",0,4.83242194952727e-14,1.38814569007947e-10,0
"56039",0,4.83216560364004e-14,1.36679764664811e-10,0
"2100",0,4.83133886543275e-14,1.29536256637955e-10,0
"5051",0,4.8858427702901e-14,-2.34438090354816e-10,0
"6011",0,4.83174227194582e-14,1.33068889214057e-10,0
"12079",0,4.83204119236692e-14,1.35624915136455e-10,0
"13019",0,4.83974032933012e-14,-1.26348412914229e-10,0
"13305",0,4.84516878314838e-14,-1.69898732703884e-10,0
"19063",0,4.83197661666286e-14,1.35079909872195e-10,0
"16027",0,4.8373279233827e-14,-8.79656343306504e-11,0
"16031",0,4.83190053731335e-14,1.34427024803936e-10,0
"16087",0,4.83152795877416e-14,1.3119873190634e-10,0
"17021",0,4.83442612510109e-14,1.35307164847159e-11,0
"17083",0,4.83310172362157e-14,1.33805921927915e-10,0
"18027",0,4.83472485779157e-14,-3.02158539919423e-12,0
"20111",0,4.83812784476943e-14,-1.03113300368962e-10,0
"21087",0,4.83882795862289e-14,-1.14196267437638e-10,0
"21223",0,4.83526152394519e-14,-2.76658296552622e-11,0
"22023",0,4.83176357977595e-14,1.33250105442314e-10,0
"22033",0,4.91041710232884e-14,-2.42528334572073e-10,0
"24011",0,4.83304318534419e-14,1.42248848170923e-10,0
"23025",0,4.83502447391516e-14,-1.7474180354982e-11,0
"29013",0,4.8363269601521e-14,-6.37269418512544e-11,0
"29039",0,4.83580062208828e-14,-4.76135273438692e-11,0
"28073",0,4.83518855372661e-14,-2.46282283705351e-11,0
"28075",0,4.83703801335876e-14,-8.16464042227095e-11,0
"30043",0,4.83190460260631e-14,1.3446228607447e-10,0
"37009",0,4.83554860283397e-14,-3.87908042456165e-11,0
"38041",0,4.83159915531377e-14,1.31828617477117e-10,0
"31133",0,4.83196905677455e-14,1.35013355811606e-10,0
"35047",0,4.83257318026863e-14,1.40064284787858e-10,0
"35059",0,4.83149976314312e-14,1.30959190292663e-10,0
"39001",0,4.8339514798834e-14,4.56656171653853e-11,0
"39131",0,4.83380989590715e-14,5.7048475397246e-11,0
"39171",0,4.83446297868555e-14,1.13569956469982e-11,0
"40075",0,4.83240740522194e-14,1.3869612876587e-10,0
"40111",0,4.83835804196242e-14,-1.06955250870833e-10,0
"42043",0,4.94796958932266e-14,-2.65453085924321e-10,0
"42105",0,4.83422204169902e-14,2.63382064716377e-11,0
"42127",0,4.83990597456546e-14,-1.28330267143982e-10,0
"45009",0,4.83515955674551e-14,-2.34054694437814e-11,0
"45055",0,4.85808922400621e-14,-2.09107629801946e-10,0
"45057",0,4.88102975783944e-14,-2.31936486807384e-10,0
"46053",0,4.83159474094311e-14,1.31785679343869e-10,0
"46055",0,4.83141383429828e-14,1.30200849475021e-10,0
"47079",0,4.83603996114229e-14,-5.52921542336106e-11,0
"48367",0,4.83462238738952e-14,2.39373260329057e-12,0
"49015",0,4.83159434823358e-14,1.31790042166785e-10,0
"53069",0,4.8314518903592e-14,1.30535912460607e-10,0
"56003",0,4.831770864085e-14,1.3331757754902e-10,0
"2090",0,4.83261381024068e-14,1.4038985864234e-10,0
"5091",0,4.8453667783367e-14,-1.7094559428865e-10,0
"12001",0,4.84379270352736e-14,-1.6187229121374e-10,0
"13071",0,4.85707715039327e-14,-2.07287399131264e-10,0
"13149",0,4.83869581292122e-14,-1.12234766947434e-10,0
"13241",0,4.84522251969073e-14,-1.70184538714204e-10,0
"13287",0,4.83464124143055e-14,1.37901428259056e-12,0
"16085",0,4.83156341390582e-14,1.31512695361881e-10,0
"18003",0,4.89377155772049e-14,-2.37744737090156e-10,0
"18011",0,4.83811757910438e-14,-1.02938227882801e-10,0
"18017",0,4.83465511156346e-14,6.35408837811888e-13,0
"18065",0,4.83588535072518e-14,-5.04034315894177e-11,0
"20131",0,4.83320762393606e-14,1.19551526473515e-10,0
"20151",0,4.83264181613924e-14,1.40620672318134e-10,0
"21079",0,4.84130491020911e-14,-1.42865202535601e-10,0
"21159",0,4.83521708545712e-14,-2.58320914419451e-11,0
"21169",0,4.83798489099563e-14,-1.00623466369697e-10,0
"22049",0,4.83261335323833e-14,1.40391936685066e-10,0
"22099",0,4.83570039354184e-14,-4.41991740074056e-11,0
"24005",0,4.95328478383574e-14,-2.68005201615767e-10,0
"24037",0,4.83840412769194e-14,-1.07699683037405e-10,0
"29103",0,4.8326999252265e-14,1.41096448930951e-10,0
"29143",0,4.84005919759128e-14,-1.30104657117602e-10,0
"29163",0,4.83975800445155e-14,-1.26565930815948e-10,0
"29213",0,4.85600737026023e-14,-2.05222141014904e-10,0
"30001",0,4.83175622481435e-14,1.33188599809539e-10,0
"37005",0,4.83283001015395e-14,1.42152593997195e-10,0
"37161",0,4.84412233915184e-14,-1.63927371963214e-10,0
"31033",0,4.83281102443724e-14,1.41994577139517e-10,0
"31111",0,4.83918732177597e-14,-1.19254997102643e-10,0
"36015",0,4.83800659259926e-14,-1.010096336115e-10,0
"39017",0,4.91629506749916e-14,-2.44754913422077e-10,0
"39055",0,4.83829683397054e-14,-1.05954728558266e-10,0
"39143",0,4.83614645413699e-14,-5.85119750935319e-11,0
"40093",0,4.83234449697937e-14,1.38172535271818e-10,0
"72005",0,4.83260010423197e-14,1.40276943422394e-10,0
"72099",0,4.8321868092015e-14,1.36863113179103e-10,0
"45077",0,4.95183945623597e-14,-2.6733040189838e-10,0
"47069",0,4.83410303084029e-14,3.44810253370017e-11,0
"47071",0,4.83451318524774e-14,8.46260341644622e-12,0
"48103",0,4.8313779736041e-14,1.29884052820837e-10,0
"48407",0,4.8319408557108e-14,1.34775675497505e-10,0
"48483",0,4.83140495978045e-14,1.30123838772986e-10,0
"49005",0,4.835428707516e-14,-3.42949527193227e-11,0
"49007",0,4.83191247366117e-14,1.34534538462756e-10,0
"49057",0,4.8406104708714e-14,-1.36097945278303e-10,0
"51191",0,5.00683809505736e-14,-2.86151958423951e-10,0
"51580",0,4.83660445978888e-14,-7.11774118674881e-11,0
"53045",0,4.83372889278381e-14,6.40298283433341e-11,0
"55091",0,4.83199484518216e-14,1.3523543050788e-10,0
"54071",0,4.83204933838649e-14,1.35698894357804e-10,0
"1095",0,4.93772721386316e-14,-2.59926386598857e-10,0
"1131",0,4.83432533130405e-14,1.96914392269383e-11,0
