"Date","FIPS","Completeness_pct","SVI_CTGY","Census2019","tVaccMi"
2022-05-14,"29139",91.3,"C",11551,398.544812236353
2022-05-14,"29149",91.3,"B",10529,436.056993268534
2022-05-14,"28023",98.1,"C",15541,494.432847577261
2022-05-14,"28029",98.1,"D",28065,565.565844795382
2022-05-14,"28033",98.1,"B",184945,411.914098243576
2022-05-14,"28047",98.1,"D",208080,605.163956696769
2022-05-14,"28059",98.1,"C",143617,591.362604453594
2022-05-14,"30025",95.8,"A",2846,1085.58880411599
2022-05-14,"38027",92.7,"B",2287,939.078657455326
2022-05-14,"36033",97.6,"C",50022,743.339020009268
2022-05-14,"36111",97.6,"B",177573,688.365812941759
2022-05-14,"39075",98.5,"B",43960,348.060367145144
2022-05-14,"39117",98.5,"A",35328,322.641534495678
2022-05-14,"39167",98.5,"B",59911,348.725576579258
2022-05-14,"40059",93.8,"B",3688,809.288143280666
2022-05-14,"40065",93.8,"D",24530,859.700137824656
2022-05-14,"40089",93.8,"D",32832,665.840415857347
2022-05-14,"41033",97.8,"C",87487,1974.66378075219
2022-05-14,"41035",97.8,"D",68238,1875.68476807058
2022-05-14,NA,97.8,"",NA,NA
2022-05-14,"72113",97.3,"C",131881,1833.17291003811
2022-05-14,"72143",97.3,"C",36061,1821.45911767327
2022-05-14,"45029",93.1,"D",37677,496.421223142675
2022-05-14,"47043",97.8,"B",53948,242.874346856109
2022-05-14,"47067",97.8,"D",6620,275.457751926362
2022-05-14,"48127",98.9,"D",10124,1133.99584716712
2022-05-14,"48227",98.9,"D",36664,1036.88637213315
2022-05-14,"48385",98.9,"C",3452,1070.21629907571
2022-05-14,"48463",98.9,"D",26741,1088.27136732143
2022-05-14,"49045",97.6,"B",72259,1460.16474242709
2022-05-14,"51033",79,"B",30725,533.00541692908
2022-05-14,"51175",79,"B",17631,573.034929938404
2022-05-14,"51550",79,"B",244835,609.619419634162
2022-05-14,"54063",97.2,"B",13275,401.577158686932
2022-05-14,"56001",97.1,"A",38880,1080.6050706776
2022-05-14,"02013",97.6,"C",3337,3590.13727523933
2022-05-14,"01057",92.5,"C",16302,367.644873195073
2022-05-14,"01101",92.5,"D",226486,426.144985074414
2022-05-14,"05001",90.5,"D",17486,499.407900212055
2022-05-14,"05063",90.5,"D",37825,466.630935752151
2022-05-14,"05089",90.5,"C",16694,502.394906313167
2022-05-14,"04012",97.7,"D",21108,1621.10769050899
2022-05-14,"06065",97.6,"D",2470546,1727.29870148833
2022-05-14,"06077",97.6,"D",762148,1918.69379259524
2022-05-14,"12091",98.7,"B",210738,534.164899380182
2022-05-14,"13051",89.4,"C",289430,518.805820526721
2022-05-14,"13187",89.4,"B",33610,285.91977115933
2022-05-14,"19057",97.4,"B",38967,391.91240375923
2022-05-14,"19141",97.4,"A",13753,622.265209596802
2022-05-14,"16045",97.8,"C",18112,1608.99378700567
2022-05-14,"16055",97.8,"A",165697,1654.58026739013
2022-05-14,"17009",98.3,"B",6578,369.85513659224
2022-05-14,"17049",98.3,"A",34008,296.787431541318
2022-05-14,"17053",98.3,"B",12961,305.769396480185
2022-05-14,"17149",98.3,"B",15561,373.00770207268
2022-05-14,"17169",98.3,"C",6768,363.292891612888
2022-05-14,"18105",98.6,"B",148431,256.46315654043
2022-05-14,"18113",98.6,"B",47744,301.551037771443
2022-05-14,"20161",93.6,"B",74232,634.857241411918
2022-05-14,"20183",93.6,"A",3583,734.869020133543
2022-05-14,"20201",93.6,"A",5406,649.249993664971
2022-05-14,"21003",94,"C",21315,181.481695243451
2022-05-14,"21019",94,"C",46718,303.800607205523
2022-05-14,"21107",94,"C",44686,233.170928702753
2022-05-14,"21115",94,"D",22188,305.100271973597
2022-05-14,"25005",89.9,"C",565217,837.306275939321
2022-05-14,"27099",94.6,"C",40062,536.972981870525
2022-05-14,"29009",91.3,"C",35789,542.724143228902
2022-05-14,"29093",91.3,"D",10125,386.597303599028
2022-05-14,"29099",91.3,"A",225081,369.530115398297
2022-05-14,"28057",98.1,"C",23390,365.496208109004
2022-05-14,"28077",98.1,"C",12586,569.291232764901
2022-05-14,"28131",98.1,"C",18336,582.358810468549
2022-05-14,"37013",96.9,"C",46994,618.263548996817
2022-05-14,"37049",96.9,"D",102139,613.114676118792
2022-05-14,"37141",96.9,"C",63060,591.224531891348
2022-05-14,"31065",90.7,"A",4676,789.602036719323
2022-05-14,"36047",97.6,"D",2559903,690.433061641554
2022-05-14,"36107",97.6,"A",48203,607.054807575562
2022-05-14,"39041",98.5,"A",209177,315.193282565076
2022-05-14,"39059",98.5,"C",38875,357.109112113235
2022-05-14,"39169",98.5,"B",115710,356.919098037495
2022-05-14,"40009",93.8,"C",21859,850.376633415318
2022-05-14,"41019",97.8,"C",110980,1947.87466103364
2022-05-14,"41063",97.8,"C",7208,1655.87718113955
2022-05-14,"41067",97.8,"B",601592,1937.75515483685
2022-05-14,"42041",94.8,"A",253370,527.924973890923
2022-05-14,"42047",94.8,"A",29910,487.472359640483
2022-05-14,"46067",96.7,"A",7291,717.789478214681
2022-05-14,"46117",96.7,"A",3098,876.222988987537
2022-05-14,"46121",96.7,"D",10177,846.600878442405
2022-05-14,"47011",97.8,"C",108110,239.966237096419
2022-05-14,"47041",97.8,"B",20490,195.850433594477
2022-05-14,"47111",97.8,"C",24602,180.82648504447
2022-05-14,"48171",98.9,"B",26988,1009.56080943821
2022-05-14,"48235",98.9,"A",1536,1057.53238772886
2022-05-14,"48295",98.9,"B",3233,853.5830676908
2022-05-14,"48341",98.9,"C",20940,943.035873375636
2022-05-14,"48471",98.9,"C",72971,840.509875540273
2022-05-14,"51161",79,"A",94186,422.197313244241
2022-05-14,"55001",96.8,"C",20220,476.339028339379
2022-05-14,"55067",96.8,"B",19189,543.974196716873
2022-05-14,"54067",97.2,"C",24496,376.476986271637
2022-05-14,"12083",98.7,"D",365579,650.735595033533
2022-05-14,"12125",98.7,"D",15237,588.929725943183
2022-05-14,"13089",89.4,"C",759297,327.54235619886
2022-05-14,"13195",89.4,"C",29880,334.194247881254
2022-05-14,"13267",89.4,"D",25286,481.189515141806
2022-05-14,"15001",NA,"C",201513,4306.8267297162
2022-05-14,"19027",97.4,"A",20165,561.873290135814
2022-05-14,"19037",97.4,"A",11933,492.367858624363
2022-05-14,"19107",97.4,"A",10246,435.476633018175
2022-05-14,"19113",97.4,"A",226706,430.701502754702
2022-05-14,"16017",97.8,"A",45739,1660.25313847204
2022-05-14,"16025",97.8,"A",1106,1533.0504238205
2022-05-14,"17055",98.3,"C",38469,309.214260279056
2022-05-14,"17201",98.3,"C",282572,365.590921049876
2022-05-14,"18001",98.6,"C",35777,293.654970821391
2022-05-14,"18043",98.6,"A",78522,222.186704144939
2022-05-14,"18045",98.6,"A",16346,280.789029380531
2022-05-14,"22051",96.9,"C",432493,686.801070171354
2022-05-14,"22097",96.9,"D",82124,692.056839902868
2022-05-14,"26017",95.1,"B",103126,403.806599646502
2022-05-14,"26059",95.1,"C",45605,324.899812262318
2022-05-14,"26125",95.1,"A",1257584,370.533629476796
2022-05-14,"27051",94.6,"A",5972,756.830472307245
2022-05-14,"29117",91.3,"B",15227,482.76329507547
2022-05-14,"29133",91.3,"D",13180,327.941039859117
2022-05-14,"28119",98.1,"D",6792,449.972369607035
2022-05-14,"37123",96.9,"D",27173,468.867422741292
2022-05-14,"37173",96.9,"D",14271,274.971237741916
2022-05-14,"37191",96.9,"D",123131,564.811490483761
2022-05-14,"38021",92.7,"A",4872,850.956199326841
2022-05-14,"38103",92.7,"A",3834,957.35008204469
2022-05-14,"31131",90.7,"A",16012,603.761460336769
2022-05-14,"34039",94,"C",556341,673.950015341745
2022-05-14,"32001",95,"C",24909,1736.05868186481
2022-05-14,"39005",98.5,"B",53484,344.930598842265
2022-05-14,"39081",98.5,"C",65325,385.899141178602
2022-05-14,"39155",98.5,"B",197974,404.95494958677
2022-05-14,"41015",97.8,"B",22925,2005.95954032791
2022-05-14,"72047",97.3,"D",32293,1828.89273091954
2022-05-14,"47179",97.8,"B",129375,317.492853944209
2022-05-14,"48233",98.9,"C",20938,917.253099615649
2022-05-14,"48241",98.9,"D",35529,769.7867685661
2022-05-14,"48389",98.9,"D",15976,1180.26068326438
2022-05-14,"51003",79,"A",109330,478.640931277749
2022-05-14,"51023",79,"A",33419,429.476037394102
2022-05-14,"51077",79,"C",15550,382.776981293291
2022-05-14,NA,86.8,"",NA,NA
2022-05-14,"55123",96.8,"B",30822,477.265626449326
2022-05-14,"54029",97.2,"B",28810,396.565320925385
2022-05-14,"06111",97.6,"B",846006,1880.82821550647
2022-05-14,"08021",97.1,"D",8205,1136.57900993083
2022-05-14,"08047",97.1,"A",6243,1077.21658461719
2022-05-14,"08103",97.1,"B",6324,1214.3018156868
2022-05-14,NA,97.1,"",NA,NA
2022-05-14,"06073",97.6,"C",3338330,1784.52562688864
2022-05-14,"08057",97.1,"A",1392,1114.33385558591
2022-05-14,"08115",97.1,"C",2248,912.479776407072
2022-05-14,"13221",89.4,"C",15259,351.415387014894
2022-05-14,"13271",89.4,"D",15860,464.260151050631
2022-05-14,"19053",97.4,"C",7870,495.930934898334
2022-05-14,"19061",97.4,"A",97311,419.174211410927
2022-05-14,"17091",98.3,"C",109862,310.671591155333
2022-05-14,"17107",98.3,"A",28618,326.753497676166
2022-05-14,"17137",98.3,"C",33658,349.000076672794
2022-05-14,"18023",98.6,"C",32399,277.13079756098
2022-05-14,"18029",98.6,"A",49458,254.769384931132
2022-05-14,"18047",98.6,"A",22758,262.026010259197
2022-05-14,"21021",94,"B",30060,206.683177327303
2022-05-14,"21129",94,"D",7403,262.597106168365
2022-05-14,"22001",96.9,"D",62045,724.078594380087
2022-05-14,"22017",96.9,"D",240204,683.63201641433
2022-05-14,"22071",96.9,"C",390144,649.797859479197
2022-05-14,"24017",98.2,"A",163257,543.856718273127
2022-05-14,"23023",96.2,"A",35856,923.640674029544
2022-05-14,"26003",95.1,"B",9108,633.255062943861
2022-05-14,"26055",95.1,"A",93088,464.772490492854
2022-05-14,"26073",95.1,"C",69872,392.66500850236
2022-05-14,"26151",95.1,"B",41170,412.478291981348
2022-05-14,"27121",94.6,"A",11249,721.365747363531
2022-05-14,"29031",91.3,"B",78871,346.616558487259
2022-05-14,"29209",91.3,"B",31952,527.672669619233
2022-05-14,"30013",95.8,"B",81366,1410.78685009666
2022-05-14,"30101",95.8,"B",4736,1454.69112332992
2022-05-14,"37057",96.9,"C",167609,446.830363668777
2022-05-14,"37071",96.9,"C",224529,399.35107938662
2022-05-14,"37081",96.9,"C",537174,463.41679062589
2022-05-14,"37197",96.9,"C",37667,417.012869342729
2022-05-14,NA,92.7,"",NA,NA
2022-05-14,"31017",90.7,"A",2955,798.633109301856
2022-05-14,"31059",90.7,"A",5462,675.792774279154
2022-05-14,"35013",97,"D",218195,1292.00792454942
2022-05-14,"36087",97.6,"C",325789,695.267167977862
2022-05-14,"39095",98.5,"C",428348,341.218355789414
2022-05-14,"40097",93.8,"D",41100,616.220442430907
2022-05-14,"41013",97.8,"C",24404,1802.06026175269
2022-05-14,"72121",97.3,"C",21712,1814.05932571136
2022-05-14,"47047",97.8,"B",41133,373.285764169971
2022-05-14,"48061",98.9,"D",423163,1145.29827337403
2022-05-14,"48159",98.9,"C",10725,723.994744336712
2022-05-14,"48283",98.9,"D",7520,1107.45843290193
2022-05-14,"48323",98.9,"D",58722,1139.20711278221
2022-05-14,"48411",98.9,"C",6055,968.316846939187
2022-05-14,"48437",98.9,"D",7397,974.480225363281
2022-05-14,"48469",98.9,"D",92084,991.670232564316
2022-05-14,"51065",79,"A",27270,494.696339306265
2022-05-14,"51127",79,"A",23091,561.207681807419
2022-05-14,"51193",79,"B",18015,559.855939270238
2022-05-14,"50025",73.5,"B",42222,779.240936742063
2022-05-14,NA,73.5,"",NA,NA
2022-05-14,"53017",96,"D",43429,1790.40383446754
2022-05-14,"54061",97.2,"B",105612,404.421109876123
2022-05-14,"54087",97.2,"C",13688,352.224113232894
2022-05-14,"01029",92.5,"C",14910,318.550399511381
2022-05-14,"01087",92.5,"D",18068,406.558891211895
2022-05-14,"05015",90.5,"C",28380,540.690256233622
2022-05-14,"02261",97.6,"B",9202,2952.19754147628
2022-05-14,"01021",92.5,"D",44428,394.845572636199
2022-05-14,"01075",92.5,"C",13805,377.932727225861
2022-05-14,"01115",92.5,"B",89512,331.274985422779
2022-05-14,"12027",98.7,"D",38001,785.293508261124
2022-05-14,"12099",98.7,"C",1496770,847.081620492651
2022-05-14,"13101",89.4,"C",4006,541.189604226101
2022-05-14,"19007",97.4,"B",12426,458.07848625827
2022-05-14,"19117",97.4,"B",8600,476.465551670079
2022-05-14,"17175",98.3,"A",5342,351.330187687378
2022-05-14,"18109",98.6,"A",70489,264.443026244177
2022-05-14,"18133",98.6,"B",37576,270.00367228061
2022-05-14,"20015",93.6,"B",66911,652.780580104947
2022-05-14,"20019",93.6,"C",3250,636.962907803171
2022-05-14,"20191",93.6,"A",22836,694.76657925998
2022-05-14,"21085",94,"C",26427,189.055617265745
2022-05-14,"21127",94,"D",15317,303.288867116151
2022-05-14,"24027",98.2,"A",325690,543.123144232485
2022-05-14,"24033",98.2,"C",909327,549.768878293615
2022-05-14,"26019",95.1,"A",17766,470.450717141634
2022-05-14,"29157",91.3,"A",19136,346.95364413928
2022-05-14,"29167",91.3,"C",32149,498.695683072479
2022-05-14,"30055",95.8,"A",1664,1185.30801390687
2022-05-14,"37037",96.9,"B",74470,498.322095123725
2022-05-14,"37063",96.9,"C",321488,504.963904242866
2022-05-14,"38077",92.7,"A",16177,802.844909762032
2022-05-14,"31091",90.7,"A",682,853.378723514789
2022-05-14,"31175",90.7,"A",4158,746.89515717194
2022-05-14,"36097",97.6,"B",17807,578.670923109006
2022-05-14,"39163",98.5,"C",13085,314.131975734074
2022-05-14,NA,94.8,"",NA,NA
2022-05-14,"72093",97.3,"D",5430,1809.78680955584
2022-05-14,NA,96.7,"D",14177,NA
2022-05-14,"47009",97.8,"A",133088,248.910101736277
2022-05-14,"47017",97.8,"C",27767,300.496648353891
2022-05-14,"48013",98.9,"D",51153,1057.61090141881
2022-05-14,"48017",98.9,"D",7000,1041.01507724011
2022-05-14,"48245",98.9,"D",251565,817.320455825156
2022-05-14,"48475",98.9,"C",11998,1142.83247587259
2022-05-14,"48493",98.9,"B",51070,1024.90245443763
2022-05-14,"51057",79,"C",10953,553.317431313229
2022-05-14,"55059",96.8,"C",169561,346.470906588403
2022-05-14,"55117",96.8,"A",115340,424.665075242802
2022-05-14,"56031",97.1,"A",8393,1041.672145424
2022-05-14,"04015",97.7,"D",212181,1563.67445513577
2022-05-14,"12105",98.7,"D",724777,737.121886608273
2022-05-14,"12127",98.7,"C",553284,680.958033073736
2022-05-14,"13171",89.4,"B",19077,366.407750760453
2022-05-14,"13295",89.4,"C",69761,253.644026022406
2022-05-14,"15009",NA,"B",167417,4313.41596654629
2022-05-14,"19059",97.4,"A",17258,614.423088414127
2022-05-14,"17087",98.3,"B",12417,303.98078484283
2022-05-14,"17131",98.3,"A",15437,381.214831132932
2022-05-14,"20005",93.6,"B",16073,565.524654159587
2022-05-14,"22081",96.9,"D",8442,680.315686551827
2022-05-14,"25003",89.9,"B",124944,746.845511525236
2022-05-14,"24003",98.2,"A",579234,562.891584341534
2022-05-14,"24045",98.2,"D",103609,609.827014515304
2022-05-14,"26103",95.1,"B",66699,612.447262154385
2022-05-14,"29041",91.3,"A",7426,455.323870288507
2022-05-14,"29169",91.3,"C",52607,446.175437029337
2022-05-14,NA,91.3,"",NA,NA
2022-05-14,"28021",98.1,"D",8988,580.350542834184
2022-05-14,"28109",98.1,"C",55535,597.10919578478
2022-05-14,"28153",98.1,"D",20183,518.360822233725
2022-05-14,"31057",90.7,"B",1693,877.836617795176
2022-05-14,"31167",90.7,"A",5920,663.219851149338
2022-05-14,"35027",97,"B",19572,1177.72833678281
2022-05-14,"32510",95,"D",55916,1818.77567056441
2022-05-14,"36055",97.6,"C",741770,574.538792075057
2022-05-14,"39085",98.5,"A",230149,402.754638352135
2022-05-14,"40063",93.8,"D",13279,701.590563243621
2022-05-14,"40141",93.8,"D",7250,843.943968713315
2022-05-14,"40143",93.8,"C",651552,654.278691553975
2022-05-14,"41003",97.8,"B",93053,1950.44699276156
2022-05-14,"41011",97.8,"C",64487,1995.46151923491
2022-05-14,"41061",97.8,"C",26835,1693.5747939938
2022-05-14,"44003",89,"A",164292,813.035859629
2022-05-14,"45019",93.1,"B",411406,531.313901159658
2022-05-14,"46045",96.7,"A",3829,844.076867127824
2022-05-14,"46091",96.7,"A",4935,801.183349809758
2022-05-14,"47085",97.8,"B",18582,266.754098728627
2022-05-14,"48029",98.9,"D",2003554,1030.63032868174
2022-05-14,"48123",98.9,"D",20160,996.221535432054
2022-05-14,"48229",98.9,"D",4886,1252.59644380627
2022-05-14,"48455",98.9,"D",14651,806.305017013959
2022-05-14,"51005",79,"B",14860,416.768066887304
2022-05-14,"51019",79,"A",78997,447.851397662832
2022-05-14,"51069",79,"A",89313,481.07692070615
2022-05-14,NA,79,"",NA,NA
2022-05-14,"55005",96.8,"B",45244,612.343092303074
2022-05-14,"55009",96.8,"B",264542,475.186640223037
2022-05-14,"55015",96.8,"A",50089,454.280906556056
2022-05-14,"55139",96.8,"A",171907,463.478773779034
2022-05-14,"54041",97.2,"C",15907,385.71130314124
2022-05-14,"54055",97.2,"D",58758,377.700306647201
2022-05-14,"13293",89.4,"D",26320,375.442693271472
2022-05-14,"19025",97.4,"A",9668,560.252652291633
2022-05-14,"19153",97.4,"B",490161,501.093213988521
2022-05-14,"17127",98.3,"D",13772,295.58444043776
2022-05-14,"17177",98.3,"B",44498,377.824018599345
2022-05-14,"17189",98.3,"A",13887,324.979727590253
2022-05-14,"18007",98.6,"B",8748,289.848110288372
2022-05-14,"18161",98.6,"A",7054,271.058763392179
2022-05-14,"20101",93.6,"A",1535,826.402551334549
2022-05-14,"21089",94,"B",35098,295.099529823097
2022-05-14,"21103",94,"C",16126,233.431876922984
2022-05-14,"21157",94,"B",31100,277.816780644454
2022-05-14,"22015",96.9,"C",127039,666.478994061294
2022-05-14,NA,96.2,"",NA,NA
2022-05-14,"26029",95.1,"A",26143,518.846269130384
2022-05-14,"26163",95.1,"D",1749343,359.989743299623
2022-05-14,"27085",94.6,"A",35893,644.098552511664
2022-05-14,"29181",91.3,"C",13288,413.981935906182
2022-05-14,NA,98.1,"",NA,NA
2022-05-14,"30017",95.8,"B",11402,1132.97233510015
2022-05-14,"37113",96.9,"B",35858,286.714836012732
2022-05-14,"38105",92.7,"B",37589,1127.98702271505
2022-05-14,"31149",90.7,"A",1357,777.383808385396
2022-05-14,"35045",97,"D",123958,1260.40861975479
2022-05-14,"36101",97.6,"B",95379,558.391881196932
2022-05-14,"36113",97.6,"A",63944,739.108556976219
2022-05-14,"40033",93.8,"C",5666,822.539540356702
2022-05-14,"40073",93.8,"B",15765,748.977348866497
2022-05-14,"41037",97.8,"D",7869,1812.27967472114
2022-05-14,"41051",97.8,"B",812855,1904.9560826556
2022-05-14,"72087",97.3,"D",24553,1837.7126497511
2022-05-14,"46007",96.7,"D",3365,888.875309561015
2022-05-14,"48005",98.9,"D",86715,774.711918598739
2022-05-14,"48009",98.9,"A",8553,862.64549176125
2022-05-14,"48045",98.9,"B",1546,945.781659923741
2022-05-14,"48179",98.9,"D",21886,900.291155364999
2022-05-14,"48331",98.9,"D",24823,902.067908831097
2022-05-14,"48365",98.9,"C",23194,720.373730787097
2022-05-14,"48383",98.9,"B",3849,1079.18231822532
2022-05-14,"48387",98.9,"C",12023,698.522303335368
2022-05-14,"48421",98.9,"B",3022,933.247710787276
2022-05-14,"51181",79,"B",6422,571.261241674865
2022-05-14,"51760",79,"D",230436,536.127543551147
2022-05-14,"50023",73.5,"A",58409,803.441700700037
2022-05-14,"54015",97.2,"C",8508,364.268694100032
2022-05-14,"54021",97.2,"D",7823,372.207176149608
2022-05-14,"01085",92.5,"D",9726,438.667878838057
2022-05-14,"12073",98.7,"B",293582,533.368143970732
2022-05-14,"12077",98.7,"D",8354,546.02014461827
2022-05-14,"12123",98.7,"D",21569,568.890244713623
2022-05-14,"13015",89.4,"C",107738,289.232759583734
2022-05-14,"13129",89.4,"D",57963,273.078925466767
2022-05-14,"13131",89.4,"D",24633,505.464415183125
2022-05-14,"13153",89.4,"C",157863,412.186056919322
2022-05-14,"13205",89.4,"D",21863,481.075846371933
2022-05-14,"13209",89.4,"D",9172,459.12626002351
2022-05-14,"01121",92.5,"D",79978,350.721937150237
2022-05-14,"05011",90.5,"D",10763,568.128556077396
2022-05-14,"05069",90.5,"D",66824,528.411180327802
2022-05-14,"05099",90.5,"D",8252,616.473118180951
2022-05-14,"05143",90.5,"C",239187,582.96159543553
2022-05-14,"06051",NA,"A",14444,1795.25025688523
2022-05-14,NA,97.1,"A",70465,NA
2022-05-14,"08121",97.1,"B",4908,957.137038760078
2022-05-14,"13113",89.4,"A",114421,339.551698173482
2022-05-14,"13135",89.4,"B",936250,318.177884454758
2022-05-14,"15007",NA,"B",72293,4433.41857371407
2022-05-14,"19099",97.4,"B",37185,479.425129538925
2022-05-14,"19111",97.4,"C",33657,398.402120185372
2022-05-14,"16003",97.8,"B",4294,1614.61518984851
2022-05-14,"17197",98.3,"A",690743,316.223028183756
2022-05-14,"20087",93.6,"A",19043,567.856553499645
2022-05-14,"20163",93.6,"A",4920,762.051550253733
2022-05-14,"21047",94,"D",70461,232.592980424255
2022-05-14,"21065",94,"D",14106,253.156656139396
2022-05-14,"22121",96.9,"D",26465,672.230746503653
2022-05-14,"25007",NA,"A",17332,856.877275154086
2022-05-14,"26049",95.1,"C",405813,376.254613201065
2022-05-14,"26095",95.1,"C",6229,617.602733941133
2022-05-14,"29067",91.3,"C",13185,480.796042787984
2022-05-14,"29151",91.3,"A",13615,421.06282927466
2022-05-14,"29199",91.3,"C",4902,424.059356693481
2022-05-14,"28037",98.1,"C",7713,602.884084495527
2022-05-14,"28085",98.1,"D",34153,582.792693737161
2022-05-14,NA,95.8,"",NA,NA
2022-05-14,"37167",96.9,"C",62806,449.866905695695
2022-05-14,"31043",90.7,"D",20026,642.049779401264
2022-05-14,"35011",97,"C",1748,1108.38108981078
2022-05-14,"36061",97.6,"C",1628706,688.836308028333
2022-05-14,"36089",97.6,"C",107740,709.088543926553
2022-05-14,"36095",97.6,"B",30999,696.400616063051
2022-05-14,"39037",98.5,"A",51113,286.958261831008
2022-05-14,"39065",98.5,"B",31365,308.641519641673
2022-05-14,"39079",98.5,"D",32413,305.238445020817
2022-05-14,"42007",94.8,"A",163929,405.24827925236
2022-05-14,"42009",94.8,"B",47888,472.548845158271
2022-05-14,"42049",94.8,"C",269728,449.890789961519
2022-05-14,"72101",97.3,"C",30335,1824.2747062141
2022-05-14,"45065",93.1,"C",9463,376.348982497967
2022-05-14,"45073",93.1,"C",79546,314.568361221824
2022-05-14,"47099",97.8,"D",44142,284.64705212187
2022-05-14,"48125",98.9,"D",2211,955.779240895072
2022-05-14,"48431",98.9,"B",1291,1040.03794100675
2022-05-14,"49039",97.6,"C",30939,1394.31939972321
2022-05-14,"49043",97.6,"A",42145,1345.45859501209
2022-05-14,"51735",79,"A",12271,600.700956792556
2022-05-14,"51775",79,"B",25301,429.402787064647
2022-05-14,"53041",96,"D",80707,1904.72866723704
2022-05-14,"56005",97.1,"B",46341,1088.77901126566
2022-05-14,"05035",90.5,"D",47955,416.834773001979
2022-05-14,"05113",90.5,"D",19964,629.310594191503
2022-05-14,"05139",90.5,"D",38682,600.024782173171
2022-05-14,"08093",97.1,"A",18845,1094.52764548302
2022-05-14,"13053",89.4,"C",10907,406.235882705295
2022-05-14,"13161",89.4,"D",15115,478.54227305621
2022-05-14,"19023",97.4,"A",14439,498.523681300372
2022-05-14,"19133",97.4,"A",8615,610.331234176373
2022-05-14,"17059",98.3,"B",4828,272.004951269913
2022-05-14,"17145",98.3,"C",20916,326.7265474182
2022-05-14,"17147",98.3,"A",16344,305.375693479585
2022-05-14,"18097",98.6,"D",964582,269.300410015875
2022-05-14,"18169",98.6,"B",30996,286.565162983632
2022-05-14,"20097",93.6,"B",2475,776.72648199935
2022-05-14,"20105",93.6,"A",2962,709.263772535674
2022-05-14,"21151",94,"B",92987,238.754464684941
2022-05-14,"22125",96.9,"C",15568,654.507192479522
2022-05-14,"24041",98.2,"A",37181,581.738121101102
2022-05-14,"23011",96.2,"B",122302,933.052443705252
2022-05-14,"27019",94.6,"A",105089,629.004160608928
2022-05-14,"27067",94.6,"B",43199,684.725345748333
2022-05-14,"27103",94.6,"B",34274,619.573576285743
2022-05-14,"28157",98.1,"D",8630,636.272742039317
2022-05-14,"30067",95.8,"A",16606,1338.49872254239
2022-05-14,"37139",96.9,"D",39824,624.086157036233
2022-05-14,"37183",96.9,"B",1111761,523.377661108924
2022-05-14,"31013",90.7,"B",10783,949.375859792652
2022-05-14,"32007",95,"C",52778,1568.93560135071
2022-05-14,"40061",93.8,"D",12627,647.345744170949
2022-05-14,"40135",93.8,"D",41569,623.151363896602
2022-05-14,"41027",97.8,"C",23382,1868.25090777595
2022-05-14,"42031",94.8,"B",38438,451.802153847803
2022-05-14,"42087",94.8,"B",46138,522.110721635672
2022-05-14,"42107",94.8,"B",141359,584.129289675862
2022-05-14,"72017",97.3,"B",23727,1810.34897123833
2022-05-14,"72089",97.3,"B",17665,1851.56495216079
2022-05-14,"45061",93.1,"D",16828,477.016432584044
2022-05-14,"48091",98.9,"A",156209,1002.38246937098
2022-05-14,"48135",98.9,"D",166223,1102.61573210159
2022-05-14,"48263",98.9,"B",762,972.06449959075
2022-05-14,"48391",98.9,"D",6948,1022.77627668039
2022-05-14,"48427",98.9,"D",64633,1175.95275518468
2022-05-14,"48439",98.9,"C",2102515,833.779126926563
2022-05-14,"48499",98.9,"C",45539,746.082662155655
2022-05-14,"54035",97.2,"B",28576,335.909190754132
2022-05-14,"54107",97.2,"B",83518,345.767714530071
2022-05-14,"56043",97.1,"B",7805,1182.67387890499
2022-05-14,"01045",92.5,"D",49172,470.821219117747
2022-05-14,"13277",89.4,"D",40644,478.449575806886
2022-05-14,"13315",89.4,"D",8635,448.302825608736
2022-05-14,"16067",97.8,"C",21039,1473.19197341503
2022-05-14,"17045",98.3,"B",17161,284.485197105842
2022-05-14,"17063",98.3,"A",51054,320.542692878311
2022-05-14,"17101",98.3,"D",15678,266.654007497536
2022-05-14,"18077",98.6,"B",32308,239.618670831392
2022-05-14,"18153",98.6,"C",20669,269.049562223352
2022-05-14,"21027",94,"C",20477,201.282858138025
2022-05-14,"21043",94,"D",26797,291.603606142488
2022-05-14,"21101",94,"C",45210,241.653038282658
2022-05-14,"21131",94,"D",9877,271.985572699468
2022-05-14,"22011",96.9,"C",37497,744.674331989149
2022-05-14,"22025",96.9,"D",9494,632.441714925823
2022-05-14,"23009",96.2,"A",54987,999.766581259334
2022-05-14,"26061",95.1,"B",35684,648.080379317556
2022-05-14,"26063",95.1,"B",30981,427.180666927138
2022-05-14,"26065",95.1,"C",292406,350.637387323283
2022-05-14,"26089",95.1,"A",21761,497.721131635296
2022-05-14,"27139",94.6,"A",149013,612.569109930291
2022-05-14,"29025",91.3,"B",9020,501.293555600741
2022-05-14,"29053",91.3,"B",17709,455.399434550615
2022-05-14,"37165",96.9,"D",34823,499.847481959227
2022-05-14,"37193",96.9,"C",68412,389.248560371456
2022-05-14,"38083",92.7,"A",1315,981.002234901823
2022-05-14,"38099",92.7,"B",10641,930.870645484711
2022-05-14,"31005",90.7,"A",463,878.341838490353
2022-05-14,"31007",90.7,"A",745,981.037247763332
2022-05-14,"31037",90.7,"C",10709,653.552162976363
2022-05-14,"31105",90.7,"C",3632,978.303022519236
